chair 's message nan nan 2001|fact division chair 's message ak gupta  d mahr nan nan|0
applying update streams in a soft real-time database system b adelberg  h garcia-molina  b kao sigmod conference 1995|secure processing in real-time database systems b george  j haritsa proc . of acm sigmod conf  nan|0
linking business to deliver value : a data management challenge a deshpande vldb 2000|linking business to deliver value : a data management challenge a deshpande proceedings of the international conference on very large & hellip ;  2000.0|1
gigascope : a stream database for network applications c cranor  t johnson  o spatscheck  v shkapenyuk sigmod conference 2003|gigascope : a stream database for network applications t johnson  c cranor  o spatsheck  v shkapenyuk proc 2003 acm sigmod international conference on management & hellip ;  nan|1
editor 's notes a segev sigmod record 1994|editor 's notes r goldstein the american statistician  1996.0|0
hilbert r-tree : an improved r-tree using fractals i kamel  c faloutsos vldb 1994|hilbert r-tree : an improved r-tree using fractals i kamel  c faloutsos nan nan|1
quality-driven integration of heterogenous information systems f naumann  u leser  j freytag vldb 1999|interoperating geographic information systems mf goodchild ?  nan 1999.0|0
quality-driven integration of heterogenous information systems f naumann  u leser  j freytag vldb 1999|quality-driven integration of heterogeneous information systems f naumann  u leser  jc freytag proceedings of the international conference on very large & hellip ;  1999.0|1
managing video data in a mobile environment r alonso  y chang  l iftode  v mani sigmod record 1995|metadata modeling in a global computing environment d pfoser  e pitoura  n tryfona nan nan|0
the software information base : a server for reuse p constantopoulos  m jarke  j mylopoulos  y vassiliou vldb j. 1995|the software information base : a server for reuse p constantopoulos  m jarke  j mylopoulos  y the vldb journal the international journal on very large & hellip ;  1995.0|1
flexible support for multiple access control policies s jajodia  p samarati  m sapino  v subrahmanian acm trans . database syst . 2001|a web service architecture for enforcing access control policies ca ardagna  e damiani  sdc di vimercati  p nan nan|0
keynote address nan nan 1995|a keynote address pe deegan the sixth annual mental health services conference of & hellip ;  nan|0
the whips prototype for data warehouse creation and maintenance w labio  y zhuge  j wiener  h gupta  h garcia-molina  j widom sigmod conference 1997|the whips prototype for data warehouse creation and maintenance wj labio  y zhuge  jl wiener  h gupta  h garcia - sigmod conference  1997.0|1
guest editor 's introduction nan nan 2002|guest editorial s chaudhuri data mining and knowledge discovery  2000.0|0
repositories and object oriented databases p bernstein sigmod record 1998|repositories and object oriented databases ; p. 34-26 in : tagungsband zur gi-fachtagung pa bernstein nan 1997.0|1
self-serv : a platform for rapid composition of web services in a peer-to-peer environment q sheng  b benatallah  m dumas  e mak vldb 2002|a platform for rapid composition of web services in a peer-to-peer environment qz sheng  b benatallah proceedings of the 28th vldb conference  hong kong  china  nan|1
approximate xml joins s guha  h jagadish  n koudas  d srivastava  t yu sigmod conference 2002|approximate xml joins s guha  n koudas  d srivastava  t yu nan nan|1
implementation of magic-sets in a relational database system i mumick  h pirahesh sigmod conference 1994|access path selection in a relational database management pg selinger ?  proc . of the acm sigmod conference on management of data  nan|0
mining surprising patterns using temporal description length s chakrabarti  s sarawagi  b dom vldb 1998|mining surprising patterns using temporal description length s chakrabarti  s sarawagi  b dom vldb  1998.0|1
efficient and effective clustering methods for spatial data mining r ng  j han vldb 1994|e. cient and e. ective clustering methods for spatial data mining r ng  j han proc . 1994 vldb  nan|1
building knowledge base management systems j mylopoulos  v chaudhri  d plexousakis  a shrufi  t topaloglou vldb j. 1996|buer managementin relational database systems gm sacco  m schkolnick acm transactions on database systems  nan|0
is gui programming a database research problem ? n goyal  c hoch  r krishnamurthy  b meckler  m suckow sigmod conference 1996|is gui programming a database research problem ? n goyal nan nan|1
optimization of queries with user-defined predicates s chaudhuri  k shim vldb 1996|optimization with user-defined predicates s chaudhuri  k shim proceedings of the 22nd international conference on very & hellip ;  nan|1
improved histograms for selectivity estimation of range predicates v poosala  y ioannidis  p haas  e shekita sigmod conference 1996|equi-depth histograms for estimating selectivity factors for multi-dimensional queries m muralikrishna  dj dewitt sigmod conference  nan|0
delivering presentations from multimedia servers n balkir  g zsoyoglu vldb j. 1998|distributed multimedia transmission from multiple servers a majumdar  r puri  k ramchandran nan nan|0
index research : forest or trees ? ( panel abstract ) j hellerstein sigmod conference 2000|index research ( panel session ) : forest or trees ? jm hellerstein  hp kriegel  d comet  c falsutsos  acm computing surveys nan|0
ripple joins for online aggregation p haas  j hellerstein sigmod conference 1999|ripple algorithms for online aggregation pj haas  jm hellerstein proc . acm-sigmod international conference on management of & hellip ;  nan|1
temporal database bibliography update v tsotras  a kumar sigmod record 1996|the ores temporal database system b theodolidis  ga ait-braham  j chaudhary  g proc . acm sigmod conf . on the management of data  nan|0
a database model for object dynamics m papazoglou  b krmer vldb j. 1997|a cost model for clustered object-oriented databases g gardarin  jr gruser  zh tang proceedings of the 21th international conference on very & hellip ;  1995.0|0
the dangers of replication and a solution j gray  p helland  p o'neil  d shasha sigmod conference 1996|o cents  ?   ? cents neil pe  shasha d. the dangers of replication and a solution j gray  p helland proceedings of the 1996 acm sigmod international conference & hellip ;  nan|1
the ccube constraint object-oriented database system a brodsky  v segal  j chen  p exarkhopoulo sigmod conference 1999|metu object-oriented database system a dogac ?  demo description  in the proc . acm sigmod intl. conf . on & hellip ;  nan|0
reminiscences on influential papers nan nan 1998|reminiscences on influential papers e bertino acm transactions on database systems  1976.0|0
the database group at national technical university of athens ( ntua ) t sellis  y vassiliou sigmod record 1995|the database group at national technical university of athens ( ntua ) i overview  q processing  o techniques sigmod record  1995.0|1
pixel-oriented database visualizations d keim sigmod record 1996|delaunay : a database visualization system wt lucas  if cruz  m radzyminski  m averbuch  k sigmod rec  1997.0|0
searching and mining fine-grained semi-structured data nan nan 2002|path constraints on structured and semistructured data p buneman  w fan  s weinstein proc . acm pods conference  nan|0
toward network data independence j hellerstein sigmod record 2003|toward network data independence j hellerstein sigmod record  2003.0|1
formal query languages for secure relational databases m winslett  k smith  x qian acm trans . database syst . 1994|a visual query language for odmg-compliant databases m chavda  pt wood nan nan|0
editorial nan nan 2001|guest editorial j mai  e marani  s hakomori the histochemical journal  1992.0|0
extracting entity profiles from semistructured information spaces r nado  s huffman sigmod record 1997|extraction of object-oriented structures from existing relational databases s ramanathan  j hodges sigmod record  1997.0|0
